Rate,Review,Summary
5,Fabulous!,Love it
4,Really Nice,Good quality plates..but Bowles are just small.. but don't worry.. good at seeing.. thanks Flipkart ❤️
4,Wonderful,Best product
5,Perfect product!,Very good product with nice packaging 👍
5,Highly recommended,Good quality
5,Wonderful,Good
5,Wonderful,Very nice product
5,Terrific,So durable
5,Must buy!,Must buy
5,Perfect product!,Nice
4,Worth the money,Nice
5,Excellent,Osm
5,Must buy!,Awesomeness
5,Highly recommended,Super quality
5,Brilliant,Good
4,Good quality product,Nice... but size small
4,Worth the money,Awesome
5,Awesome,Nice products 🥰
5,Brilliant,Value for money
5,Must buy!,Amazing..looks so premium...
4,Delightful,Good
5,Simply awesome,Excellent
4,Nice product,Nice
4,Pretty good,Worth it.
4,Good choice,Good value for money
5,Classy product,It was really nice.
5,Great product,Excellent product and delivery service with proper packaging was amazing
5,Best in the market!,Super product
5,Excellent,Excellent product👌👌
5,Super!,Nice one
5,Excellent,Very good
4,Good quality product,Very nice 👌
1,Horrible,Rate very high as per quantity.
5,Excellent,Super
4,Good choice,Very good
5,Just wow!,Nice
4,Good quality product,Nice products
4,Nice product,I am satisfied with the quality of the product.
4,Value-for-money,Good products
5,Brilliant,best at this price unbelievable experience
4,Delightful,Good product
5,Super!,Good product 👍
5,Great product,Fabulous
5,Super!,Really nice product
3,Just okay,bowls r too small moreover quality is not up to the mark
4,Wonderful,Good
4,Nice product,Nice
5,Terrific purchase,Quality superb.. Beautiful design
5,Must buy!,Very good product
5,Terrific purchase,Solid quality
4,Really Nice,Product is good bt it's High rate.
3,Nice,Material is good but plate size are small for dinner ...
1,Utterly Disappointed,The full plate is too small
3,Just okay,Good
5,Terrific purchase,Value for money
5,Great product,"good product,love it😍"
1,Unsatisfactory,The size of plate is small
3,Decent product,Nice product .......
5,Terrific purchase,Very good
5,Perfect product!,Very nice product
4,Nice product,Good product.  Amazing
4,Good quality product,Nice one
5,Must buy!,Just a woww product. Value of money product. Must buy.
5,Terrific purchase,Excellent
4,Delightful,Good product
5,Awesome,Nice
1,Did not meet expectations,Size not good
5,Must buy!,Very good product for gifting purpose. Till now i have ordered 10 pcs on various occassions only due to satisfactory nature. Very nice product..
4,Delightful,Very good product.
5,Must buy!,Superb!!!
3,Just okay,Good product but Size is small
5,Terrific,Good
5,Must buy!,Nice
5,Classy product,Better
3,Fair,Good
5,Terrific,Good product so Happy ☺️ Thanks flipkart
3,Does the job,"Good product, thankyou Flipkart 👍🏻🙂"
3,Nice,Not that much good
3,Fair,Very good
5,Awesome,Nice product
3,Just okay,Nice but very small size
5,Highly recommended,Good
5,Terrific,Best
4,Worth the money,Good
5,Perfect product!,Good but small
4,Good choice,Very nice
5,Super!,Good luck
5,Wonderful,Plates are EXCELLENT  as shown ...
5,Perfect product!,Good 👍😊
5,Super!,Awesome 😊
5,Worth every penny,Very good product and and packaging also...
4,Good choice,Awesome 👍👍
4,Worth the money,Good product
5,Worth every penny,Nice 😊👍
4,Worth the money,good dinnerset
5,Just wow!,Very nice product
3,Fair,All size is small. That big plate size Quarter plate size
5,Super!,Beautiful product
3,Good,Size is small..
5,Best in the market!,Nice 👍
3,Nice,"Small plates,"
4,Good choice,Good product
4,Delightful,Good product
5,Highly recommended,Nice prodect but high price but good😍
4,Very Good,Good
4,Value-for-money,Nice
2,Bad quality,Quality good but size vry small.
5,Brilliant,Nice product
1,Hated it!,Good
4,Value-for-money,Plates are smaller in size ... Too small for eating rice....
5,Simply awesome,Very nice product. Go for it.
5,Super!,I am happy
5,Just wow!,Good product
5,Super!,Very good and useful product . I used this product 3-4 month its very beautiful and effective. Good for microwave and built quality is impressive.thank you cello
5,Great product,"Excellent quality, design is also nice"
5,Best in the market!,Wowww
1,Worst experience ever!,Small plate
5,Classy product,Good.
5,Highly recommended,Good
5,Worth every penny,Verry nice
5,Simply awesome,Best in price under 1k
5,Simply awesome,Superub
4,Worth the money,Okk
5,Just wow!,Good product
5,Highly recommended,Excellent packing by Flipkart. Product feels like premium
4,Very Good,Quality is good thank you so much Flipkart
5,Super!,Quality of the product is too good
5,Super!,Nice
4,Really Nice,Nice
5,Fabulous!,Sopeeeeeeeeer item and super delivery Flipkart and super timing...thnks Flipkart
4,Nice product,V good
4,Pretty good,Very nice
4,Nice product,Good product
5,Brilliant,Good quality ..I loved it
4,Nice product,Plates look gorgeous. 18ocs there are . Nice product all in all. Best for gifting purpose.
4,Very Good,Good
5,Best in the market!,Good product 👍👍
5,Great product,Nice dinner set go for it
5,Must buy!,Very nice product and packing
5,Must buy!,Nice
5,Terrific,Good product
5,Great product,Exlent product
2,Bad quality,Bad 👎
5,Terrific,Nice so beautiful product
5,Great product,Awesome 😎
5,Great product,Good
5,Excellent,Great product
4,Value-for-money,It's to good
5,Perfect product!,Excellent product cheap and best tnx Flipkart 🙂
4,Delightful,"Wow super product and quality also awesome I even expected products looks awesome but i got 6 bigger plates, 6 quarter plates, 6 smaller veg bowl.. I didn't get bigger bowl.. Even though happy with this products thank you at last packing was good and bubble pack super❤ cello products,tqsm flipkart 😍😍"
3,Just okay,Good
5,Must buy!,Super
1,Useless product,Very bad product
5,Terrific purchase,Product is really upto mark. The packaging was amazing.
5,Worth every penny,Value for money
5,Excellent,Very nice I love this product ❤️
5,Simply awesome,Good product
5,Just wow!,Very good
5,Worth every penny,Good
5,Fabulous!,Very good 😌
4,Delightful,Good 👍
5,Terrific purchase,Superb classy elegant premium
5,Worth every penny,Very good product
4,Good quality product,Damn beautiful
4,Nice product,nice
5,Fabulous!,Nice 🥰🥰🥰
5,Fabulous!,Exellent
5,Highly recommended,Beautiful
5,Worth every penny,Product is all so good
5,Highly recommended,It’s good
3,Does the job,Size is very small
5,Fabulous!,Vary good
4,Good choice,Recieved Original product. Plates are heavy though. Seems like they are made of glass.. the big plates shown in the picture are a bit smaller than expected.. but overall nice decent and classy dinner set for a family of 4..
5,Classy product,Gud quality
4,Good quality product,Good buy
5,Mind-blowing purchase,Owsome product go for it
5,Just wow!,Good
5,Classy product,Nice product.. thank you flipkrt❤️😍❤️
5,Terrific,Nice product👍👍
4,Value-for-money,Nice product.
5,Brilliant,Very good product. also nice packing
5,Mind-blowing purchase,Fast deliveryGood product and safety deliveredBuy now 😍👌😊💐
5,Wonderful,Super
4,Pretty good,Superb quality and super packing
5,Classy product,Super
5,Perfect product!,Too good 👍🏻👌🏻
4,Really Nice,Nice products
4,Good quality product,Nice packing by flipkart and the quality of plates and bowl are very good ..
3,Does the job,I gkt this dinner set delivery very fast and the packiging is vry awesome
5,Classy product,Gud 👌👍
4,Really Nice,Good
3,Nice,The bowls and plates are very small. Consider twice if you're looking forward to buy small sized times.
5,Brilliant,Could have been better if a rice tray and a big bowl would have been added at this rate.great product for gift in marriage season.
5,Terrific,Very useful product at this price range.
5,Terrific,Good
5,Super!,Very nice dinner set... thank you so much Flipkart
4,Very Good,Awesome 😊😊👌👍 thank you Flipkart....
4,Value-for-money,Good quality
4,Value-for-money,Good but small size
5,Terrific purchase,Good quality
4,Really Nice,Amazing
4,Delightful,Very nice product 👌
5,Must buy!,Good Packing and Super
3,Decent product,Nice product
5,Must buy!,Nice dinner set
5,Terrific,Good
5,Excellent,Best one to buy...undoubtedly go for it
5,Terrific,Very naic
2,Expected a better product,Not so good
5,Terrific purchase,Good
5,Highly recommended,Best
5,Super!,Nice
4,Value-for-money,"Good one,but diner plates are little bit smaller"
3,Good,Little bit small
5,Wonderful,Good
5,Highly recommended,It's soo Pretty I love the design And good packaging comes with safety
5,Brilliant,Veri Good Product
5,Terrific,Loved it 😍🥰
5,Excellent,Superb
4,Value-for-money,Good
4,Delightful,Awesome
5,Great product,Nice product
5,Worth every penny,Good
2,Bad quality,All Design's colour is in few plates .....bowl's designs are too small.......overall in this rate it's ok
5,Fabulous!,It's a too good
5,Super!,It's so beautiful and I love it
5,Fabulous!,Nice product...👍👍👍 I am very happy 😊😊
5,Excellent,Must buy
5,Worth every penny,Excellent product 😃😃
5,Terrific,Good quality.Got it on deal
4,Value-for-money,Low Quality
5,Super!,Good product
3,Nice,It's quality is good but it's small😐😐
4,Good choice,Amezing products 👌
5,Great product,Nice product
5,Perfect product!,Its beautiful..
5,Brilliant,Best product in this segment
5,Classy product,Nice
5,Must buy!,Nice product...I love it
3,Decent product,Good
3,Decent product,Good
3,Just okay,The plates are so small.. otherwise good
5,Terrific,Very nice product
5,Best in the market!,Tnq Flip kart
5,Fabulous!,Nice quality
4,Pretty good,Good product
4,Wonderful,Good. Little thin. Cello a good brand. I think worth for money.
5,Best in the market!,Very good product.
4,Good quality product,Good
4,Good choice,Very good product.it looks higher then price
4,Wonderful,Product is good and packaging is superbBut the size is smaller than expectation.....
5,Best in the market!,Best
5,Excellent,Nice. Price is unbelievable. I like it very much.
4,Nice product,Nice
5,Must buy!,Good
3,Good,Quality is good but .. items are small
5,Terrific,Good product🥰
5,Must buy!,All are good with perfect packing. Nice
5,Must buy!,Nice product
5,Best in the market!,Very good
5,Wonderful,"Excellent quality, i love it"
5,Super!,Its really good! Worth it!
5,Simply awesome,Very nice. Thanks to flipcart.
5,Wonderful,Tnku flipkart...nice product
5,Terrific purchase,Awesome ❤️❤️❤️❤️jst love it! Thanks flipkart ❤️❤️❤️❤️
5,Perfect product!,Thank u flipkart for such a beautiful dinnerware and very good packaging.
5,Wonderful,Good product thanku so much
5,Brilliant,Good
5,Great product,Lovely dinner set perfect for 4 member
5,Terrific purchase,Good quality i like it.Thank Q
5,Worth every penny,Nice product
5,Fabulous!,Good
2,Slightly disappointed,It's too delicate
5,Simply awesome,Incredible ☺
5,Best in the market!,Value for money.. awesome product..Very much satisfied
5,Excellent,Very good product. Value for money.
5,Must buy!,Super product
5,Fabulous!,Product as expected as in picture
5,Brilliant,This is useful and best dinner set
5,Perfect product!,Nice product
5,Fabulous!,Good
4,Really Nice,It's too good I'm happy thnq filipcart
1,Utterly Disappointed,It is breakable .its break without fall.
1,Hated it!,Quality is very bad.... Broken while eating
5,Mind-blowing purchase,Fantastic products. Good quality and trendy as well.
5,Fabulous!,Very nice product
5,Best in the market!,Oohhoooo lovely. Bowl is smallllll
5,Great product,Excellent...
1,Hated it!,Bad
5,Mind-blowing purchase,Good quality and packaging was amazing. dinner set at this price is worth.
5,Wonderful,Osm product
4,Worth the money,Very good product👍👍
5,Super!,Very nice👍👍👍👍👍 and I am so happy😊😊😊 thakyou  filifcart
5,Classy product,Very nice 👌
4,Good quality product,It's just awsm
5,Simply awesome,Amazing...go for it...
5,Must buy!,Super packaging..And the product is very nice and beautiful..
4,Value-for-money,Nice product
5,Just wow!,Highly recommended... Love this
5,Best in the market!,Ok nice
5,Classy product,Nice product
3,Decent product,The plates are small in size. Bowls too. So i returned it
3,Does the job,Size of the plates could have been a bit larger
5,Brilliant,Super
5,Super!,Very quality product..
4,Very Good,Nice
5,Perfect product!,I am so happy thank you Flipkart
4,Good choice,Satisfied
5,Excellent,Excellent 👍
5,Best in the market!,Good
5,Perfect product!,Good ans vary wondarrrfull pradoc
5,Excellent,Quality is superb and delivery boy 👌👌
5,Excellent,Darun
4,Good quality product,Good product
5,Super!,Good product
5,Simply awesome,Veri good
4,Very Good,Good
4,Delightful,Good
3,Just okay,Good
3,Does the job,Nice but the plate size is little bit small..quality & weight is perfect..
5,Brilliant,Superb
4,Worth the money,Nice ☺️👍
1,Unsatisfactory,Hated it¡!!!!!!!
5,Awesome,Very good product
5,Classy product,Nic product Bt 2plate tuta ta
3,Just okay,beautiful
5,Worth every penny,Best product as price
4,Pretty good,Good
5,Brilliant,Nice
5,Terrific purchase,Very good
5,Fabulous!,very good
1,Unsatisfactory,When Arrived after order one item was broken then we replaced it but in the replacement package nearly all the items were broken. So Flipkart was alright in its service but it was just not meant to have any stars.
4,Delightful,Good 👍
5,Worth every penny,Good quality.
5,Best in the market!,"Good can buy , delivery boy was very humble"
5,Super!,Superb quality product.packing is very good.no damage product.fast delivery.thank u Flipkart
4,Very Good,Nice product 👍
5,Super!,Good
3,Good,One large size plate was broken just is all good
2,Not good,Bad
5,Highly recommended,Amazing 🤩
5,Wonderful,awesome product at this price!😍😍😍Thanks flipkart!😊Thanks to the boy who delivered!☺☺
4,Wonderful,Nice
5,Fabulous!,Good
5,Must buy!,excellent quality
5,Wonderful,"All are good, bt small in size"
5,Classy product,Original qualityLook like 5 star hotel Look primium
3,Decent product,Good
4,Really Nice,Nice product and timely delivery.
5,Awesome,A bit heavy but build quality is quite good
4,Good quality product,Superb quality very nice 👌
5,Must buy!,Very good products
5,Excellent,Very nice
1,Don't waste your money,Ita very small
5,Highly recommended,Asweam product. Just love it .
5,Terrific purchase,Osm
4,Good quality product,Some how well
4,Good quality product,Nice but...... It's very small.....
5,Great product,The product is worth for money very good finishing and packing. Thank you Flipkart.
5,Excellent,Very nice product and delivery is very fast. Delivery boy  was also very polite  and calm. Happy with the service
4,Value-for-money,Good but want as good
5,Mind-blowing purchase,Very nice awesome product I am very happy thankyou Flipkart 😊
3,Just okay,Size is not suitable for dinner or lunch
4,Good quality product,Good product
5,Worth every penny,I am so happy supper packing
2,Bad quality,Very small size
4,Very Good,Nice
5,Awesome,Nice
4,Value-for-money,Good and light
5,Worth every penny,Good
5,Must buy!,Good
5,Simply awesome,Small size as the price good ok
5,Super!,Awsome so happy
5,Perfect product!,good
4,Nice product,Good packageing.good products
5,Awesome,Super quality 😍
5,Simply awesome,Nice product
5,Awesome,Nice.product I am happy
3,Nice,Ok
5,Simply awesome,Very good product
5,Perfect product!,Supper quality products
5,Simply awesome,Dish was light small but amazing👍
5,Wonderful,Excellent....
5,Terrific purchase,Very good
5,Great product,Very good
5,Fabulous!,Next level
5,Great product,Plate and quater plate are awesome but mini bowl is very very mini... Other wise product is good u can buy it.
5,Must buy!,Good
4,Very Good,Fabulous
5,Perfect product!,Good 👍🏻
5,Mind-blowing purchase,Nice product
5,Highly recommended,Items are very good & useful.
5,Classy product,"Very nice and beautiful plates, delivered in good condition 👌 👍"
4,Worth the money,Nice products
5,Worth every penny,Very good product Value of money
5,Classy product,Value for money product
4,Good choice,Nice product
5,Classy product,Just awesome 👌👌👌👌 quality is too good....
5,Fabulous!,Product was good m happy but not happy with delivery guy.
5,Simply awesome,Very very strong products
5,Super!,Superb
5,Great product,Nice
5,Terrific purchase,Excellent
4,Worth the money,"Wonderful,Value for money."
4,Very Good,Wonderful.Value for money.
3,Fair,Good Product 😍😍😍😍
3,Does the job,Received very well packed thanks to flipkart
5,Must buy!,Best in class👌🏻
5,Worth every penny,Super quality
5,Great product,Good
5,Perfect product!,Great 👍
5,Awesome,Superb 😍😍
5,Classy product,Nice
5,Wonderful,Nice product ...
5,Terrific purchase,Excellent
5,Terrific,Got it in best price thank you flipkart
5,Simply awesome,Nice
5,Highly recommended,Nice product
5,Fabulous!,Awesome product..it is really good..... pick and original ar name...and deleviry man was so good
5,Must buy!,Nice product. Satisfied with the item.
5,Terrific purchase,Nice
4,Wonderful,Very good
5,Excellent,Item is nice. But a little bit small.
5,Perfect product!,Worth the price... packing is too good..Go for it
5,Super!,Awesome product.
5,Perfect product!,As expected 😊
5,Terrific,I gave me this to my mother as birthday gift
5,Perfect product!,Very good I'm so happy 😊😊😊😊😊😊
5,Must buy!,Nice packaging and as expected product
5,Brilliant,Good Quality
5,Super!,Late delivery but nice
5,Great product,Nice product
5,Wonderful,Nice product
3,Just okay,Small size
5,Perfect product!,God
5,Wonderful,Nice products
5,Excellent,Small size...
5,Mind-blowing purchase,We love it
5,Fabulous!,Nice
4,Really Nice,Best products
4,Nice product,Value for money
4,Really Nice,Ok
5,Terrific,Nicely packed and send thank you🌹
5,Great product,It's simple awesome same as picture
5,Excellent,It's useful product I am very happy thank you Flipkart
4,Delightful,Good
4,Good choice,Good
5,Mind-blowing purchase,Good quietly
5,Just wow!,I like it
5,Great product,Excellent 👌👌👌👌👌👌👌👌
5,Mind-blowing purchase,Owsm
1,Not recommended at all,Bad Quality
5,Fabulous!,Good product  Big Sige
5,Classy product,I am happy
5,Awesome,Very nice 👍
4,Delightful,Good
5,Wonderful,Very nice dinner set and packing was really very good I m very happy
4,Delightful,Aswam
5,Mind-blowing purchase,Nice product.. 👌
5,Perfect product!,Quality superb👌
5,Mind-blowing purchase,Perfect
3,Does the job,Good quality product..but small in size
5,Excellent,Nice
4,Good quality product,Go
1,Terrible product,not good quality
5,Worth every penny,good products
3,Fair,Price quality is very good and covering sefty is fine
3,Does the job,Not bad
5,Worth every penny,So good 👌👌👌👌👌
4,Good choice,Good
4,Good choice,Good quality
5,Excellent,It was too good and packing was awesome.There is no chance to break while transporting because the packing was too good and delivered in time. The delivery agent was good talking in good manners.
3,Good,So beautiful super
4,Very Good,Very good product value for money
3,Decent product,nice
5,Worth every penny,Awesome 👌
5,Terrific purchase,Happy 😊 thank you flipkart 😊
5,Worth every penny,"Product ia definitely good, olny thing to say is packing by Cello was very bad"
5,Just wow!,Nice product 👍
5,Wonderful,Nice
5,Mind-blowing purchase,Quality product...
4,Wonderful,Good product
1,Very poor,Cheap quality
5,Wonderful,1st time delivered me broken and damage items and packaging was very poor. I would like to thanks flipkart specially those exicutive person who arranged my replacement smooth. And 2nd time I received very good itemswith good packaging as I expected.
5,Best in the market!,Product is very good..and packing is very high quality
5,Great product,Very good product
5,Worth every penny,Exlent
5,Mind-blowing purchase,good
5,Fabulous!,excellent
5,Brilliant,Superb 👏
5,Just wow!,V good
5,Terrific purchase,I like it. It is an amazing product.
4,Value-for-money,Looking good also quality ❤️
4,Nice product,Nice Product...I like this☺️.
3,Just okay,Big Plates are not much enough to eat lunch/ dinner. They are sufficient for breakfast fast and small plates can be used for side dishes.
3,Does the job,Too small for having dinner
5,Worth every penny,Excellent packaging . Stuffs looking just as expected
5,Excellent,I'm happy
4,Good quality product,Nice
5,Excellent,Beauty meets quality
5,Awesome,Good product 🌹🌹🌹🌹
5,Wonderful,It is just amazing product. One must buy this trust me. Its quality is just perfect
5,Highly recommended,Delivered in just one day.... Packing superb.... Worth for money
5,Mind-blowing purchase,Very nice product I'm happy know.
3,Nice,Ok
5,Terrific,Very beautiful
5,Brilliant,Thank u
4,Good quality product,Good
5,Best in the market!,Nice product
4,Wonderful,Fast delivery and wonderful product especially packing is very comfortable thank u flipkart
5,Mind-blowing purchase,Very good product. Packaging is excellent. No chance of breaking even if it falls.
4,Very Good,Good.. but medium size..
5,Highly recommended,Nice
5,Worth every penny,Good product
5,Terrific purchase,good quality and packaging .
5,Terrific,Ok
5,Must buy!,Thanks flipkart😍🥰😘😘.
5,Mind-blowing purchase,Nice
4,Really Nice,Good product
5,Excellent,Very nice.
5,Terrific,Very nice
5,Perfect product!,Just woww thank you Flipkart and delivery boy
4,Nice product,Good quality
5,Fabulous!,Good
5,Great product,Very good product at this price.....go and buy it...don't think...it is a very good productp
5,Worth every penny,Product is very good
3,Just okay,Size is to small
5,Terrific purchase,Good quality
5,Best in the market!,Very nice
4,Nice product,Quality is good👍👍👍 most important packaging was very good.
4,Very Good,Looking good 😊
4,Wonderful,Good product but should add one large serving bowl .
5,Super!,Amazing
5,Classy product,very nice
5,Brilliant,Loved it
4,Very Good,Good
5,Terrific purchase,Just wow😍
5,Simply awesome,Good product 👌
3,Good,Good
5,Must buy!,Beautiful 👌👌👌👌
5,Simply awesome,Must go for it
4,Good quality product,Best price 😁
5,Worth every penny,Good product
5,Classy product,Nice and very good product good packing good delivery
5,Brilliant,Very good quality .good for gifting also
3,Decent product,Ok ok product
4,Value-for-money,Good
4,Good choice,Good product.
4,Wonderful,Nice product and packing is also very good and safe..😊
5,Super!,Very nice product 👍👍👍
1,Hated it!,"Bowl Size is too small, only 2 60 gm chiken pics can fit in this bowl"
5,Terrific purchase,Good product
4,Pretty good,nice
2,Moderate,Very bad
4,Worth the money,Good product
4,Nice product,Good.. 👍🏻
5,Brilliant,Very good packing & quality 🙂
5,Excellent,Mind-blowing product must buy it...
4,Wonderful,Worth it
5,Excellent,"I m very happy, so nice product, I think everyone should take this."
5,Excellent,Good quality nice product 👍
5,Just wow!,Beautiful 👍👍
4,Really Nice,Extremely pretty n worth the money
5,Wonderful,Thank you Flipkart and delivery boy..
4,Pretty good,Its good
5,Fabulous!,Good
4,Nice product,Super.. value for money... like it..
4,Pretty good,Perfect...I llike you... value for money...
5,Awesome,Extremely happy with the product. And packing was amazing. Very happy with the product and packaging. Thank you seller and Flipkart. 😊
5,Great product,Good product.
5,Highly recommended,Worth it😀
5,Awesome,Just osm
5,Highly recommended,Nice
5,Perfect product!,Go for it
4,Good choice,Super product and nice packing also
5,Must buy!,Very good product
5,Worth every penny,I love this product.Thank you filpkart 😊🥰
5,Terrific purchase,"It's look lyk osm, feel lyk crockery and little heavy"
5,Brilliant,Amazing products
5,Perfect product!,All good..But package was so bad.
3,Good,The dinner is soo good but size of the plates are small...so that only resion I will give 3 stars......
5,Excellent,"To good 😊😊 best product , love this .Best price,👌👌👍👍😊😊"
4,Worth the money,Good purchase and delivery Boy are too good
5,Simply awesome,Very good products👌👌
5,Awesome,Good
5,Super!,Good
5,Great product,Good product
5,Brilliant,Simple and plain but fantastic
5,Super!,This products really awesome 😍😍
4,Pretty good,This product is vv good material is goood
3,Good,Good Product but Bowl not included...
1,Terrible product,Day one cracking 10 inch plates
4,Very Good,So good
4,Good quality product,Very good👍
5,Classy product,Nice product.....gud quality
3,Does the job,SMALL IN SIZE
4,Good choice,Nice
5,Mind-blowing purchase,Nice
4,Worth the money,Osm
4,Wonderful,Nice product
5,Wonderful,Super
5,Fabulous!,Nice
5,Best in the market!,Nice
3,Does the job,Okok
5,Best in the market!,Good
5,Great product,Good
5,Simply awesome,Very nice 👍
5,Super!,Superb Product 😍And Amazing Packing ✨️😊Thank U Cello & Flipkart 😊
5,Highly recommended,Nice Product 👍🏻But big size Thora chota hey
4,Delightful,Good
1,Not recommended at all,Product is good..but two plates broken
4,Worth the money,nice
4,Good choice,Decent at this price.
1,Unsatisfactory,Small Size.
4,Good choice,Good
5,Terrific purchase,Good quality
5,Super!,Good product
4,Pretty good,Plates are small in size but product is very nice .
3,Fair,Product is good 👍. But Plate size is small.
1,Hated it!,Disappointed 👎🏽 cheap
4,Pretty good,It fantastic products. Thanks🌹 flipkart.
5,Wonderful,Very good
5,Excellent,Very good
5,Wonderful,Good product quality and high quality packaging overall nice 👌
4,Good choice,Nice
5,Worth every penny,Very good product
5,Just wow!,Good
5,Perfect product!,good product
3,Decent product,"Not bad, good"
4,Really Nice,Good products
4,Nice product,Good product
5,Excellent,Great Quality & Worth Every Penny! Much Recommended!
4,Good choice,Love ❤ it
5,Simply awesome,Thank you flipcart.
5,Excellent,Nice products
4,Pretty good,Good at this prise
3,Does the job,Dinner plates size small.its not appropriate for dinner. Meterial quality is good.
5,Awesome,Nice
5,Terrific purchase,Very nice product I liked it and the packing is too good 👌👌👌👌
5,Excellent,So nice dinner set quality wise it is good ☺
3,Good,Good
4,Really Nice,Nice 😊💖💖💖💖
5,Excellent,Just osmm
5,Wonderful,Amazing product🥰. Plates are very beautiful. Worth it.👍
5,Terrific purchase,Very good 👍
5,Brilliant,"Gud quality, delivery boy behavior is gud"
4,Really Nice,Good product for gifting
4,Delightful,Itz nice... Nd itz was superb☺ ....itz heavy nd have good thickness.... Nd the design was also pretty... Overall it is a nice one🙌
5,Perfect product!,Good and heavy set.
5,Worth every penny,Gud metrial
4,Value-for-money,Nice
5,Super!,Nice.
5,Simply awesome,Super
5,Brilliant,Ok
5,Just wow!,Worth the price... Very beautiful dinner set at this reasonable price. The product is delivered nicely in good condition without any breakage.
5,Best in the market!,Nice quality
5,Best in the market!,Mind blown packaging 😍❤️......love this overall❣️
5,Wonderful,Excellent Product
5,Classy product,Simply awesome 😎😎😎
4,Pretty good,Very nice
5,Best in the market!,"Good quality,,little bit light weight..go for it"
5,Simply awesome,One of the best product 😊
4,Good quality product,Nice products
5,Super!,Lovely
5,Worth every penny,Wowww really fantastic product💗💞love it
5,Best in the market!,Superb. Thank you flipkart🤗
5,Terrific,Good
4,Value-for-money,Nice
5,Perfect product!,Goodgood
1,Absolute rubbish!,Verry poor
5,Terrific purchase,good product
5,Simply awesome,Very good
5,Excellent,Fantastic 😊😊
5,Fabulous!,Good quality
5,Just wow!,Outstanding
5,Must buy!,Supper product I am so happy
5,Just wow!,"Wonderful purchase, same as shown in picture and nicely packed"
5,Simply awesome,Lovely product!👌👌
5,Terrific,Nice
5,Best in the market!,Product is very good.and packing very nicely..
4,Pretty good,So..good... Me nd my family is... Love it....
5,Brilliant,I loved it........... Good quality..... But plate size is little bit small...other wise total set is soo good
3,Does the job,Great
4,Pretty good,Good
5,Brilliant,Worth every penny👍packing awesome
4,Value-for-money,Very nice
5,Mind-blowing purchase,Very nice
5,Terrific purchase,Just wow ❤️🌼🌻
5,Super!,Amazing packaging 😃 best quality 👍 ...I'm very happy to got it 😇
5,Excellent,Nice product
4,Nice product,Good one for the price I paid. timely delivery. nothing to complain about as such. go for it.
5,Must buy!,Good
4,Delightful,Great quality and design . But big plates are little bit small. Overall good
3,Good,Size is small
4,Really Nice,Great product. Packaging quality is also great
5,Simply awesome,Nice
5,Fabulous!,Nice product
5,Highly recommended,Nice product
3,Just okay,Good 👍🌹
5,Just wow!,Nice
5,Highly recommended,Amazing plates
3,Does the job,Good product of this cost
2,Bad quality,Size small
4,Worth the money,Good product
5,Great product,Good product very happy
5,Must buy!,Exactly as shown in the description. Quality is good. Must buy. Worth the prize
5,Fabulous!,awesome
5,Great product,Good product
5,Great product,good packaging and product also good..
5,Must buy!,Good
5,Simply awesome,It's awesome
5,Best in the market!,Poor quality
5,Terrific,"First the plates were broken maybe due to shipping, but replacement was very good. The product is one of the best plates might seem a little small but yeah that's fine. Will update the review after few months of usage."
5,Highly recommended,Good
5,Highly recommended,Good 👍
5,Must buy!,Great purchase with this price..fast delivery with wonderful packages
5,Awesome,Recommended price and product thank you flipkart
4,Worth the money,Good quality
4,Really Nice,Good product
5,Classy product,Awesome 👌👌👌👌👌
2,Slightly disappointed,Very small size
5,Great product,Nyc
3,Fair,Not satisfied with the packing. Outer cover isn't all impressive
5,Wonderful,Good product 😊😊
5,Super!,Nice product
5,Terrific,Great packaging
5,Excellent,Awesome 👍
4,Really Nice,Good
4,Pretty good,Nice
4,Good quality product,Good product
5,Perfect product!,Gd product
5,Classy product,Gud
4,Really Nice,Very nice
5,Wonderful,Such a nice product and it's packing was soo good ☺️☺️☺️ Very happy with the purchase....
5,Excellent,Nice
5,Just wow!,Good quality
3,Decent product,Very small 😐not happy 😒
4,Pretty good,Light weight and very nice  product. But plates are little bit small. But overall  very good  product 👌
5,Terrific,Super
5,Excellent,Everything came in perfect condition. The packaging was really good. Really appreciate the seller effort in packing the goods.
3,Does the job,It's not too good but ok 👍
5,Worth every penny,"Out Standing, Received From Nadia Dist,Nakashipara,West Bengal"
5,Classy product,Very good product
5,Excellent,Very happy with the product & superb strong packing.. Gifted it.. 5 star for product & service by flipkart..
3,Does the job,Plates are 10 inches.little small .Quality ok.not bad
1,Absolute rubbish!,Plate is very small 👹
4,Really Nice,Good quality
5,Wonderful,"Most beautiful,go for it"
4,Wonderful,Nice products
5,Perfect product!,Beautiful
5,Best in the market!,Very good packing of product
5,Must buy!,Nice produced
5,Fabulous!,Very good product iam happy ☺️
5,Fabulous!,Superb
5,Best in the market!,Nice
5,Terrific,Very good❤️
5,Best in the market!,So so so beautiful 😍😍😍
5,Best in the market!,Very nice😊😊
5,Excellent,super 👌👌
5,Terrific purchase,Nice
3,Does the job,"Very Good , but plate quality is very thin."
4,Really Nice,good product
5,Simply awesome,Superb
5,Must buy!,Nice product
5,Brilliant,Good
3,Good,Plates size is small
3,Nice,Very small but nice
5,Worth every penny,Very nice
3,Fair,Good iam happy
